z5089358,onelayer,0.6348933995327103,0.6337139423076923
z5089358,onelayer,0.08902234228971963,0.09094551282051282
z5089358,onelayer,0.8890734521028038,0.8890224358974359
z5089358,onelayer,0.8875401577102804,0.8888221153846154
z5089358,onelayer,0.8861528913551402,0.8862179487179487
z5089358,twolayer,0.8614558995327103,0.8631810897435898
z5089358,onelayer,0.8885258469626168,0.889823717948718
z5089358,onelayer,0.8895297897196262,0.8855168269230769
z5089358,onelayer,0.922404351635514,0.9222756410256411
z5089358,onelayer,0.9270589953271028,0.9282852564102564
z5089358,onelayer,0.9271320093457944,0.9231770833333334
z5089358,twolayer,0.9142815420560748,0.9166666666666666
z5089358,twolayer,0.9180052570093458,0.9163661858974359
z5089358,twolayer,0.9185528621495327,0.9215745192307693
z5089358,onelayer,0.9269494742990654,0.9294871794871795
z5089358,conv,0.9250328563084113,0.9296875
z5089358,conv,0.9257629964953271,0.926582532051282
z5089358,onelayer,0.9267669392523364,0.9286858974358975
z5089358,twolayer,0.9213091413551402,0.9192708333333334
z5089358,twolayer,0.962361273364486,0.9626402243589743
z5089358,onelayer,0.9267669392523364,0.9264823717948718
z5089358,onelayer,0.9272415303738317,0.9269831730769231
z5089358,twolayer,0.9610835280373832,0.9621394230769231
z5089358,onelayer,0.9262010806074766,0.9283854166666666
z5089358,twolayer,0.964478679906542,0.9662459935897436
z5089358,onelayer,0.9268216997663551,0.9243790064102564
z5089358,conv,0.9838273948598131,0.9836738782051282
z5089358,onelayer,0.9277526285046729,0.9281850961538461
z5089358,twolayer,0.961302570093458,0.9626402243589743
